분류,자치구,공연/행사명,날짜/시간,장소,기관명,이용대상,이용요금,출연자정보,프로그램소개,기타내용,홈페이지 주소,대표이미지,신청일,시민/기관,시작일,종료일,테마분류,위도(Y좌표),경도(X좌표),유무료,문화포털상세URL
클래식,종로구,메조 소프라노 정현아 & 테너 이인학 두오 리사이틀,2023-03-30~2023-03-30,세종체임버홀,세종문화회관,미취학아동 입장불가,"전석 30,000원",,,,https://www.sejongpac.or.kr/portal/performance/performance/view.do?performIdx=33985&menuNo=200004,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=37bab2cf52fd4b58abf92aef13c004df&thumb=Y,2023-03-15,기관,2023-03-30,2023-03-30,기타,37.5726241,126.9760053,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=141014&menuNo=200008
전시/미술,종로구,한국닥종이인형예술협회 회원전,2023-03-22~2023-03-26,꿈의숲 드림갤러리,세종문화회관,전연령관람,,,,,https://www.sejongpac.or.kr/portal/performance/performance/view.do?performIdx=33982&menuNo=200004,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=43a0e20e83f847e8bf757910b83d404c&thumb=Y,2023-03-15,기관,2023-03-22,2023-03-26,기타,37.5726241,126.9760053,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=141013&menuNo=200009
클래식,종로구,S.E.PhiA 3rd Concert : Animato,2023-03-19~2023-03-19,꿈의숲 콘서트홀,세종문화회관,만 7세 이상,전석 초대,,,,https://www.sejongpac.or.kr/portal/performance/performance/view.do?performIdx=33984&menuNo=200004,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=d64959d1ef934c5e8eaccd504be27db7&thumb=Y,2023-03-15,기관,2023-03-19,2023-03-19,기타,37.62025446,127.0443247,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=141012&menuNo=200008
전시/미술,종로구,꿈의숲아트센터 유휴공간프로젝트_파라다이스 77(paradise 77),2023-03-10~2023-06-09,꿈의숲아트센터,세종문화회관,전연령 관람 가능,,,,,https://www.sejongpac.or.kr/portal/performance/performance/view.do?performIdx=33986&menuNo=200004,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=777ebce776e14999bd3c18269a701080&thumb=Y,2023-03-15,기관,2023-03-10,2023-06-09,기타,37.5726241,126.9760053,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=141011&menuNo=200009
클래식,중구,미술관 옆 공연장 - 그림에 음악과 향기를 더하다,2023-04-24~2023-04-24,세종체임버홀,세종문화회관,만 8세이상,"전석 30,000원",,,,https://www.sejongpac.or.kr/portal/performance/performance/view.do?performIdx=33973&menuNo=200004,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=1696a25116a54ab58d90925aea45d4e3&thumb=Y,2023-03-15,기관,2023-04-24,2023-04-24,기타,37.5726241,126.9760053,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=141010&menuNo=200008
전시/미술,종로구,"[2023 운현궁 기획전시] 지화, 지화(紙花, 紙畵) ",2023-03-21~2023-03-26,운현궁 기획전시실,운현궁,관람객 자유 관람(전체 관람가),,,,,https://www.unhyeongung.or.kr/sub/prpgram/total_list.php?sno=0&group=basic&code=B35&category=&&abmode=view&no=1090&bsort=&bfsort=,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=5ccca96761fd4180ae68585a388ab48f&thumb=Y,2023-03-15,기관,2023-03-21,2023-03-26,기타,37.576125,126.98705,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=141009&menuNo=200009
전시/미술,구로구,[구캔갤러리] 일러스트레이터의 봄 : 새로운 영감,2023-03-23~2023-04-23,"서울 구로구 경인로 661 101동, 306호 구캔갤러리",구로구청,전연령,7000원,"김미네, 나늬, 두건, 로시에나, 롯이, 민트썸머, 빈티지윰, 시현, 쌍수쿼카, 오르밍, 윰윰유, 주테일, 카이로스 비블, 효디",,,https://goocangallery.imweb.me/23/?q=YToxOntzOjEyOiJrZXl3b3JkX3R5cGUiO3M6MzoiYWxsIjt9&bmode=view&idx=14415367&t=board,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=426b718d5bcf4e43babd9dd68065ee2a&thumb=Y,2023-03-14,시민,2023-03-23,2023-04-23,,37.50904922,126.8869873,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=141007&menuNo=200009
교육/체험,종로구,2023년 운현궁 티타임,2023-03-14~2023-12-15,운현궁 회랑(당 내에서는 체험 불가),운현궁,시민 누구나,"15,000원(4인 기준)",,,,https://www.unhyeongung.or.kr/sub/prpgram/event_view.php?sno=0&group=basic&code=B35&category=22&&abmode=view&no=1088&bsort=&bfsort=,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=71c37cfef7bc4b1aaa909e150d00bf35&thumb=Y,2023-03-14,기관,2023-03-14,2023-12-15,기타,37.576125,126.98705,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=141006&menuNo=200011
클래식,종로구,"재능나눔콘서트 '미식음감, 이탈리아 문화 도시 여행 : A.스카를라티 & 이탈리아 피자의 도시 나폴리'",2023-03-18~2023-03-18,서울역사박물관 1층 로비,서울역사박물관,일반시민,,,,,https://museum.seoul.go.kr/www/board/NR_boardList.do?bbsCd=1018&sso=ok,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=c0e6573f60064bdbb3094b4dbd68e5bb&thumb=Y,2023-03-14,기관,2023-03-18,2023-03-18,기타,37.57050753,126.9705237,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=141005&menuNo=200008
교육/체험,서초구,서초구립양재도서관 봄맞이 행사 '양재에서 만나 봄',2023-03-25~2023-03-26,서초구립양재도서관,서초문화재단,누구나,,,,,https://yangjae.seocholib.or.kr/NoticeInfoDetail/14355,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=1211e0ca419c4f0e9677ce37fd712415&thumb=Y,2023-03-13,기관,2023-03-25,2023-03-26,기타,37.47367918,127.0335724,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=141004&menuNo=200011
교육/체험,은평구,[구립증산정보도서관] 2023년 1기 증산정보도서관 이화여대-은평구 생활과학교실 수강생 모집,2023-04-11~2023-06-20,증산정보도서관,기타, 초등학교 2 ~ 5학년 (15명 내외),,,,,https://www.jsplib.or.kr/culture/event.asp?mode=view&lecture_seq=1650&listname=normal,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=3170f6dc63ff45c1837ab44bda8f8f07&thumb=Y,2023-03-13,기관,2023-04-11,2023-06-20,,37.582727,126.9075589,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=141003&menuNo=200011
뮤지컬/오페라,강동구,뮤지컬 [이상한 엄마],2023-06-09~2023-06-11,강동아트센터 대극장 한강,강동문화재단,12개월 이상 관람가,"R석 66,000원 S석 55,000원 A석 33,000원",,,,http://www.gdfac.or.kr/web/lay2/program/S1T204C211/show/view.do?show_seq=1923&cpage=1&rows=10&keyword=&place=&start_dt=&end_dt=,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=02ac61770a7b46b29b96b8b7d0e52396&thumb=Y,2023-03-13,기관,2023-06-09,2023-06-11,기타,37.55122046,127.1573425,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=141002&menuNo=200008
클래식,중구,[공간 공모 지원사업] 어바웃뮤직 '우리 동네에 베토벤 아저씨가 오신대요!',2023-03-25~2023-03-25,서울시청 시민청 지하2층 바스락홀,시민청,시민 누구나,,,,,https://www.seoulcitizenshall.kr/?r=sch&m=program2&cate=&ing=active&sort=uid&mod=view&p=1&uid=2630,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=748b8b88af3e48b3b91f1fcc5482fe0b&thumb=Y,2023-03-13,기관,2023-03-25,2023-03-25,기타,37.566635,126.978675,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=141001&menuNo=200008
전시/미술,중구,[공간 공모 지원사업] 도자기공방숲-홍지은 '별빛 소나타',2023-03-23~2023-03-31,서울시청 시민청 지하1층 시민 플라자 b,시민청,시민 누구나,,,,,https://www.seoulcitizenshall.kr/?r=sch&m=program2&cate=&ing=active&sort=uid&mod=view&p=1&uid=2627,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=a0cf89cef30a48988fedd36642a6dcd0&thumb=Y,2023-03-13,기관,2023-03-23,2023-03-31,기타,37.566635,126.978675,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=141000&menuNo=200009
교육/체험,중구,DDP매거진 라이브러리X월간<디자인>클래스about D : 케이팝토피아의 설계자들,2023-03-24~2023-03-24,"DDP 디자인랩 3층, 디자인홀 & 매거진 라이브러리",동대문디자인플라자,각 연사 당 선착순 10명까지,,,,,https://ddp.or.kr/index.html?menuno=239&siteno=2&bbsno=564&boardno=16&bbstopno=564&act=view&subno=,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=3cf8121793864e64a3c5e5f15fb9bdd4&thumb=Y,2023-03-13,기관,2023-03-24,2023-03-24,기타,37.56681313,127.0096257,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=140999&menuNo=200011
전시/미술,종로구,[2023 운현궁 기획전시] 공간(전통-현대) 윤병렬 개인전,2023-03-14~2023-03-19,운현궁 기획전시실,운현궁,관람객 자유 관람(전체 관람가),,,,,https://www.unhyeongung.or.kr/sub/prpgram/total_list.php?sno=0&group=basic&code=B35&category=&&abmode=view&no=1087&bsort=&bfsort=,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=7ce99e0f66734ae5be69a244850542f3&thumb=Y,2023-03-13,기관,2023-03-14,2023-03-19,기타,37.576125,126.98705,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=140998&menuNo=200009
전시/미술,종로구,이은희 개인전《피로의 한계》,2023-03-08~2023-04-05,두산갤러리,기타,전체연령,무료,,전시,,https://www.doosanartcenter.com/ko/exhibit/1552,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=2ee700345c0444b0be626b944bc3c5e1&thumb=Y,2023-03-11,시민,2023-03-08,2023-04-05,기타,37.57181233,127.0010001,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=140997&menuNo=200009
전시/미술,종로구,"지금 여기, 서울에는 - 서울, 두 개의 시선 (Now & Here, in Seoul - The 2 views about Seoul)",2023-03-21~2023-05-31,돈의문박물관마을 온실,돈의문박물관마을,시민 누구나,무료,"작가 hey june , 작가 개그림(gaegrim)","'캐릭터를 통해 '서울'을 보는 두 작가의 시선으로 '지금 여기, 서울'에서 그림 앞에 있는 관람자들과 서로의 경험을 공유하고 소통하고자 하는 전시",,https://www.facebook.com/photo/?fbid=218874294059252&set=pcb.218874334059248,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=90ef2d050015489f8b8e0c9d8a6e7f64&thumb=Y,2023-03-10,기관,2023-03-21,2023-05-31,,37.56882395,126.9685231,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=140996&menuNo=200009
교육/체험,종로구,[돈의문박물관마을] 한옥예술체험 '예술가의 시간',2023-03-02~2023-12-31,돈의문박물관마을 한옥동,돈의문박물관마을,시민 누구나,"10,000~22,000",,"돈의문박물관마을 한옥체험관에서 진행되는 문화·체험 프로그램으로, 서울 100년의 과거와 현재를 이어 ‘서울 사람’의 라이프 스타일을 발굴하는 한옥 예술 체험! ",,http://masilhub.com/ver002/home/index.asp?app_id=VDHB000665,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=958f1be719254162846397286af3bd2a&thumb=Y,2023-03-10,기관,2023-03-02,2023-12-31,,37.56882395,126.9685231,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=140995&menuNo=200011
축제-기타,종로구,[돈의문박물관마을] 돈의문골목시장,2023-04-29~2023-04-29,돈의문박물관마을 곳곳,돈의문박물관마을,시민 누구나,무료,,"돈의문박물관마을의 골목 구석구석에서 즐기는 도시여행자와 온 가족을 위한 살거리, 즐길거리 가득한 마켓",,https://dmvillage.info/market,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=d5217f179b844e2a8041f70572cf36a1&thumb=Y,2023-03-10,기관,2023-04-29,2023-04-29,,37.56882395,126.9685231,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=140994&menuNo=200010
전시/미술,은평구,흐르는 공간,2023-03-23~2023-06-18,삼각산금암미술관 (서울시 은평구 진관길 21-2),은평역사한옥박물관,시민 모두,무료,김순임,김순임 작가의 은평구 지역의 자연과 그로 인한 사람의 이야기를 소개하는 전시.,,https://museum.ep.go.kr/,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=08734b372c464e9d92c0cb7978a3af50&thumb=Y,2023-03-10,기관,2023-03-23,2023-06-18,,,,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=140992&menuNo=200009
교육/체험,광진구,[서울상상나라] 드론 조종사,2023-04-04~2023-06-29,지하 1층 중정 및 극장 옆,서울상상나라,7세 이상 어린이와 아버지,"무료(입장권 4,000원 별도)",,,,https://www.seoulchildrensmuseum.org/education/educationList.do,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=9eab1f376f3c4c21a373f2a5d69c0eab&thumb=Y,2023-03-10,기관,2023-04-04,2023-06-29,어린이/청소년 문화행사,37.55055,127.077569,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=140991&menuNo=200011
교육/체험,광진구,[서울상상나라] 바람 퐁퐁 LED 그림,2023-03-25~2023-06-25,지하 1층 창의놀이실,서울상상나라,6~7세 어린이,"12,000원(입장권 4,000원 별도)",,,,https://www.seoulchildrensmuseum.org/education/educationList.do,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=fdcaf22749a84fcfa404ff13f185f8d7&thumb=Y,2023-03-10,기관,2023-03-25,2023-06-25,어린이/청소년 문화행사,37.55055,127.077569,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=140990&menuNo=200011
교육/체험,도봉구,"[간송옛집] 「섬섬옥수, 옛 그림을 수 놓다」 자수강좌 참여자 모집",2023-04-14~2023-10-13,"간송옛집, 기타 지역 공유공간",도봉문화재단,일반 주민,"100,000원",,,,http://www.dbfac.or.kr/front/supportManageReq/supportManageView.do?miv_pageNo=&miv_pageSize=6&total_cnt=&LISTOP=&mode=V&seq=840&searchkey=NAME&search_gb=&gubun=04&search_gb2=&gubun2=&searchType=title&searchtxt=,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=571ef2fbca194abb834e5f0b417517bf&thumb=Y,2023-03-10,기관,2023-04-14,2023-10-13,,37.65271007,127.0439417,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=140989&menuNo=200011
교육/체험,광진구,[서울상상나라] (가족요리) 봄내음 가득한 화전,2023-04-01~2023-04-30,지하 1층 요리놀이실,서울상상나라,4세 이상 어린이와 보호자 1인,"14,000원(입장권 4,000원 별도)",,,,https://www.seoulchildrensmuseum.org/education/educationList.do,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=b928174d6c82457ab63206661fe3465f&thumb=Y,2023-03-10,기관,2023-04-01,2023-04-30,어린이/청소년 문화행사,37.55055,127.077569,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=140988&menuNo=200011
교육/체험,광진구,[서울상상나라] (오감요리) 향긋한 쑥 버무리 스콘,2023-04-01~2023-04-30,지하 1층 요리놀이실,서울상상나라,5세 이상 어린이,"12,000원(입장료 4,000원 별도)",,,,https://www.seoulchildrensmuseum.org/education/educationList.do,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=f34c9be8b73a433f8a0a971074216a64&thumb=Y,2023-03-10,기관,2023-04-01,2023-04-30,어린이/청소년 문화행사,37.55055,127.077569,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=140987&menuNo=200011
교육/체험,도봉구,[도봉기적의도서관]  우리 가족 꿈의 텃밭,2023-04-01~2023-09-30,도봉기적의도서관 중앙텃밭,도봉문화재단,첫신청 가족 6팀,,,,,http://www.dbfac.or.kr/front/supportManageReq/supportManageView.do?miv_pageNo=&miv_pageSize=6&total_cnt=&LISTOP=&mode=V&seq=839&searchkey=NAME&search_gb=&gubun=04&search_gb2=All&gubun2=&searchType=title&searchtxt=,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=5af1ed1012524871a95020be39adc4ce&thumb=Y,2023-03-10,기관,2023-04-01,2023-09-30,기타,37.6812003,127.0502366,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=140986&menuNo=200011
기타,동대문구,서울풍물시장 전통문화체험관,2023-01-01~2023-12-31,서울시 동대문구 천호대로 4길 21,서울풍물시장,전체 이용,무료,"직원 1명, 아르바이트 1명",전통문화체험관은 서울풍물시장 내부에 위치하고 있습니다.  내외국인을 대상으로 전통문화 소품을 간단하게 만들어볼 수 있는 공간입니다.  열려있는 공간으로 1인 1회 무료 체험 가능합니다. '전통문화'의 소중함에 대해 생각해 보는 기회를 함께해 주시길 바랍니다.,전통문화체험관은 서울풍물시장 내부에 위치하고 있습니다.  내외국인을 대상으로 전통문화 소품을 간단하게 만들어볼 수 있는 공간입니다.  열려있는 공간으로 1인 1회 무료 체험 가능합니다. '전통문화'의 소중함에 대해 생각해 보는 기회를 함께해 주시길 바랍니다.,http://www.pungmul.or.kr/,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=a13c36d96817470fb8ae575a823f522d&thumb=Y,2023-03-10,기관,2023-01-01,2023-12-31,기타,37.57271319,127.0255029,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=140984&menuNo=200013
전시/미술,중랑구,사.한국장애인미술협회 설레는 동행전,2023-03-15~2023-03-25,중랑아트센터 제1전시실,중랑문화재단,시민 누구나,,,,,https://www.jnac.or.kr/exhibition/exhibit_view.html?pid=86&redir=%2Fexhibition%2Fexhibit_list.html%3Fstatus%3D%26find%3D%26search%3D%26page%3D1,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=6d6775bde025493bbe5714c7262795b5&thumb=Y,2023-03-10,기관,2023-03-15,2023-03-25,기타,37.59821055,127.091519,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=140983&menuNo=200009
콘서트,중구,완전6도 1st concert '도시풍류' #1. SEOUL,2023-04-01~2023-04-01,서울시청 시민청 지하2층 바스락홀,시민청,시민 누구나,,,,,https://www.seoulcitizenshall.kr/?r=sch&m=program2&cate=&ing=active&sort=uid&mod=view&p=1&uid=2625,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=c4ff805afab6448192302fc695861a13&thumb=Y,2023-03-10,기관,2023-04-01,2023-04-01,기타,37.566635,126.978675,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=140981&menuNo=200008
교육/체험,송파구,[몽촌토성투어프로그램] '개로왕의 밀지 첩자의 흔적'(학급),2023-04-11~2023-05-24,몽촌역사관,몽촌역사관,3~6학년 학급단체,,,,,https://baekjemuseum.seoul.go.kr/dreamvillage/board/notice/index.jsp?boardid=SDM0401000000&mmode=content&mpid=SDM0401000000&skin=notice&pid=21187&cpage=1,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=d1f55cddf31d475d9f353eccca6347ad&thumb=Y,2023-03-10,기관,2023-04-11,2023-05-24,어린이/청소년 문화행사,37.5203397,127.1155179,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=140980&menuNo=200011
클래식,금천구,[독산도서관_4월 문화가 있는 날] 앙상블 롱쁘앙,2023-04-26~2023-04-26,금천구립독산도서관 1층 야외 열람실,금천문화재단,성인,,,,,https://geumcheonlib.seoul.kr/geumcheonlib/uce/programList.do?selfId=1090,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=67478a6c5e004b5c8d1840dd3fce6ae2&thumb=Y,2023-03-10,기관,2023-04-26,2023-04-26,문화가 있는 날,37.46749637,126.9080764,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=140979&menuNo=200008
축제-문화/예술,중구,2023 서울패션위크,2023-03-15~2023-03-19,"아트홀 1관, 아트홀 2관, 컨퍼런스홀, 어울림광장 일대",동대문디자인플라자,누구나,"실내(프라이빗티켓), 야외(무료)",,,,https://ddp.or.kr/index.html?menuno=239&siteno=2&bbsno=563&boardno=16&bbstopno=563&act=view&subno=,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=5b70e0dbdc4f4013b1c20d46a931cc28&thumb=Y,2023-03-10,기관,2023-03-15,2023-03-19,기타,37.56681313,127.0096257,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=140978&menuNo=200010
콘서트,송파구,[한성백제박물관] 사계콘서트 봄,2023-04-08~2023-05-20,한성백제홀 ,한성백제박물관,시민 누구나,,,,,https://baekjemuseum.seoul.go.kr/module/index.jsp?boardid=a&code=EV&mmode=content&mpid=SBM0403000000&pid=21229&strsearch=&d_s_que=&cpage=1,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=2f4966bbb7fe473491937b68297841bc&thumb=Y,2023-03-10,기관,2023-04-08,2023-05-20,기타,37.51543881,127.1208894,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=140977&menuNo=200008
전시/미술,은평구,"파편, 다시 태어나다",2023-03-16~2023-05-28,한문화 너나들이센터  (서울시 은평구 연서로50길 10),은평역사한옥박물관,시민 모두,무료,이택수,"이택수 작가의 설치작업 'Re-born’_series와 색<色, Colors>_series를 선보이는 기획전시  ",,https://museum.ep.go.kr/,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=4ce617c4ec4446a1b393ff0631e1b784&thumb=Y,2023-03-10,기관,2023-03-16,2023-05-28,,,,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=140976&menuNo=200009
교육/체험,송파구,[몽촌토성투어프로그램] '한눈에 쏙 몽촌토성 첫걸음',2023-04-18~2023-06-09,몽촌역사관,몽촌역사관,학교 단체,,,,,http://baekjemuseum.seoul.go.kr/dreamvillage/board/notice/index.jsp?mpid=SDM0401000000&mmode=list,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=41e594b4cd7e4a28a01400f22769d5d6&thumb=Y,2023-03-10,기관,2023-04-18,2023-06-09,어린이/청소년 문화행사,37.5203397,127.1155179,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=140974&menuNo=200011
교육/체험,송파구,[몽촌토성투어프로그램] '개로왕의 밀지 첩자의 흔적',2023-04-08~2023-04-29,몽촌역사관,몽촌역사관,초등학교 2~4학년(동반가족),,,,,https://baekjemuseum.seoul.go.kr/dreamvillage/board/notice/index.jsp?boardid=SDM0401000000&mmode=content&mpid=SDM0401000000&skin=notice&pid=21187&cpage=1,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=b5bb5747e89d460f9fecba133ccd533a&thumb=Y,2023-03-10,기관,2023-04-08,2023-04-29,어린이/청소년 문화행사,37.5203397,127.1155179,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=140973&menuNo=200011
교육/체험,송파구,[꿈마을울림교실]  '후후! 우리 음악 속으로' (온라인),2023-04-06~2023-04-27,몽촌역사관,몽촌역사관,초등학교 3~5학년(동반가족),,,,,http://baekjemuseum.seoul.go.kr/dreamvillage/board/notice/index.jsp?boardid=SDM0401000000&mmode=content&mpid=SDM0401000000&skin=notice&pid=21212&cpage=1,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=1ec0e9291ce1417685e2d30c7cca8e83&thumb=Y,2023-03-10,기관,2023-04-06,2023-04-27,어린이/청소년 문화행사,37.5203397,127.1155179,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=140972&menuNo=200011
교육/체험,송파구,[한성백제박물관] 중장년층 백제 왕도 탐방,2023-03-16~2023-06-08,한성백제박물관 전시실 및 몽촌토성,한성백제박물관,중장년층 6인 이상 단체,,,,,https://baekjemuseum.seoul.go.kr/module/index.jsp?boardid=a&code=ED&mmode=content&mpid=SBM0402000000&pid=21166&strsearch=&d_s_que=&cpage=1,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=e17238d5b013479d930d0262be782be0&thumb=Y,2023-03-10,기관,2023-03-16,2023-06-08,기타,37.51543881,127.1208894,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=140971&menuNo=200011
교육/체험,도봉구,박물관ㆍ미술관 주간 키워드로 만드는 체험프로그램  [둘리와 함께 GREEN 뮤지엄],2023-04-22~2023-05-28,둘리뮤지엄 및 둘리근린공원,도봉문화재단,초등학생 1~2학년 15명,무료,,,,https://www.doolymuseum.or.kr/,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=a2ec637beab5434cac490916ebd6c671&thumb=Y,2023-03-09,기관,2023-04-22,2023-05-28,어린이/청소년 문화행사,37.65242986,127.0276385,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=140970&menuNo=200011
교육/체험,송파구,[한성백제박물관] 제24기 박물관대학 [가야의 태동과 발전],2023-04-11~2023-05-30,한성백제홀 ,한성백제박물관,성인,,,,,https://baekjemuseum.seoul.go.kr/module/index.jsp?boardid=a&code=ED&mmode=content&mpid=SBM0402000000&pid=21175&strsearch=&d_s_que=&cpage=1,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=8f5c974485ad4a9b8ae493d0c88dcb48&thumb=Y,2023-03-09,기관,2023-04-11,2023-05-30,기타,37.51543881,127.1208894,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=140968&menuNo=200011
전시/미술,송파구,"[한성백제박물관] 가야, 백제와 만나다Ⅱ_대가야",2023-04-07~2023-05-28,한성백제박물관 기획전시실,한성백제박물관,시민 누구나,,,,,https://baekjemuseum.seoul.go.kr/module/index.jsp?boardid=a&code=DP&mmode=content&mpid=SBM0203000000&pid=21224&strsearch=&d_s_que=&cpage=1,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=a1603b5c49fd49febb6b0399e6ac5ee8&thumb=Y,2023-03-09,기관,2023-04-07,2023-05-28,,37.51543881,127.1208894,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=140967&menuNo=200009
