분류,자치구,공연/행사명,날짜/시간,장소,기관명,이용대상,이용요금,출연자정보,프로그램소개,기타내용,홈페이지 주소,대표이미지,신청일,시민/기관,시작일,종료일,테마분류,위도(Y좌표),경도(X좌표),유무료,문화포털상세URL
교육/체험,도봉구,[청소년 예술공간 채움] 찰칵! 다 같이 돌자! 도봉 한 바퀴!,2023-08-31~2023-09-21,"평화문화진지, 청소년 예술공간 채움, 둘리뮤지엄, 마을극장 흰고무신, 문화공간 가치",도봉문화재단,도봉구 거주 청소년 6명,,,,,https://www.dbfac.or.kr/front/supportManageReq/supportManageView.do?miv_pageNo=&miv_pageSize=6&total_cnt=&LISTOP=&mode=V&seq=938&searchkey=NAME&search_gb=&gubun=04&search_gb2=All&gubun2=&searchType=title&searchtxt=,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=3be06af6b05a42b6981cca6b972f07b8&thumb=Y,2023-08-23,기관,2023-08-31,2023-09-21,,37.6897507,127.0449195,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142884&menuNo=200011
교육/체험,성북구,[성북구립도서관] 백온유 작가와의 만남 '현장 참석자' 모집&라이브 방송,2023-08-24~2023-08-24,한성대학교 낙산관 대강당(2층),성북문화재단,관심있는 누구나 100명,,,,,https://www.sbculture.or.kr/culture/bbs/BMSR00005/view.do?boardId=22583&menuNo=500144,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=b225c24ea2ae491f839e19f4597f28fb&thumb=Y,2023-08-23,기관,2023-08-24,2023-08-24,,37.5819996,127.0113127,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142879&menuNo=200011
콘서트,종로구,합창드라마 [그들이 있었다],2023-08-30~2023-08-30,마로니에공원 야외공연장,서울시청,누구나,,"배우: 문민경, 송기호, 김태성, 김지현, 김태완, 합창: 서울특별시 여성콘서트합창단, 지휘: 임진순",현실적인 여성의 이야기가 담긴 합창드라마 ‘그들의 노래’가 무료로 대학로 마로니에 야외공연장에서 진행됩니다! 서울특별시 여성콘서트합창단이 성평등과 역사적인 여성의 업적을 기리는 이번 공연에 여러분을 초대합니다.,"공연을 기획한 서울특별시여성콘서트합창단의 서명신 회장은 ”이번 공연에 많은 관객들이 와주시기를 부탁드리며, 공연을 보신 후에는 성별에 따른 역할의 고정관념을 없애고 여성인권의 현주소를 돌아보아 성평등의 의미에 대해 공감하는 계기가 되기를 바란다“고 말했다.   이번 공연은 서울특별시 성평등기금을 후원받아 제작된 작품으로 전석 무료이다.",https://m.blog.naver.com/nanatony7867/223188043360,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=71dcedc44a7348bca35cd9afe2e25c95&thumb=Y,2023-08-23,기관,2023-08-30,2023-08-30,여성 문화행사,37.58050229,127.0032562,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142878&menuNo=200008
교육/체험,은평구,어린이 직업탐색 [네 꿈을 찾아봐!] 8월 - 조향사,2023-08-30~2023-08-30,3층 어린이열람실,은평구청,어린이 이용자 누구나 (24명),,,,,https://www.jsplib.or.kr/culture/event.asp?mode=view&lecture_seq=1770&listname=normal,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=1d504df14788493c95ee8e524618c2f7&thumb=Y,2023-08-22,기관,2023-08-30,2023-08-30,,37.582727,126.9075589,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142875&menuNo=200011
축제-문화/예술,송파구,2023년 [양천 예술인 공연주간 사업] 공연,2023-08-16~2023-09-09,"갈산문화예술센터 1층 전시실, 4층 아이누리홀",양천문화재단,누구나,,,,,https://yfac.kr/main/site/ticket/page1.do?proc_type=view&tidx=215&prepage=%2Fmain%2Fsite%2Fticket%2Fpage1.do,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=787d59bca56b41d0b598299050c74054&thumb=Y,2023-08-22,기관,2023-08-16,2023-09-09,,37.51076244,126.8702069,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142866&menuNo=200010
교육/체험,영등포구,당신이 축구하는 삶: 테이블 풋볼 챔피언십,2023-08-26~2023-08-26,구립영등포아트스퀘어 전시장 내부(영등포타임스퀘어 B2),영등포구청,선착순 32명,,,구립영등포아트스퀘어 8월 문화가 있는 날 연계행사 '테이블 풋볼 챔피언십',,https://ydpartsquare.com/%ED%96%89%EC%82%AC/view/4069753,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=f34413b0174a4cd5a4c9c4e3ee2cf211&thumb=Y,2023-08-22,기관,2023-08-26,2023-08-26,문화가 있는 날,37.51723326,126.903716,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142862&menuNo=200011
전시/미술,종로구,[2023 운현궁 기획전시] 새로봄,2023-08-22~2023-09-03,운현궁 기획전시실,운현궁,관람객 자유관람(전체관람가),,,,,https://www.unhyeongung.or.kr/sub/prpgram/total_list.php?sno=0&group=basic&code=B35&category=&&abmode=view&no=1208&bsort=&bfsort=,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=bbd3d0800683496cbab5f02c7792f18d&thumb=Y,2023-08-22,기관,2023-08-22,2023-09-03,,37.576125,126.98705,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142860&menuNo=200009
축제-문화/예술,중구,"[서울야외밤도서관] 누워서 세계속으로 : 밤의 여행도서관 프랑스, 영국편",2023-08-25~2023-08-27,서울광장,서울도서관,시민 누구나,,,,,https://lib.seoul.go.kr/bbs/content/3_58286,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=540c9aebd9664925838ba23ba97b2a05&thumb=Y,2023-08-22,기관,2023-08-25,2023-08-27,,37.56533387,126.9776978,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142859&menuNo=200010
교육/체험,광진구,[서울상상나라] AI랑 만드는 입체 카드,2023-08-22~2023-09-22,서울상상나라 1층 로비,서울상상나라,5세 이상 어린이,무료,,,,https://www.seoulchildrensmuseum.org/education/educationList.do,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=26bc2e0d16fc4c20be883e1d0084a473&thumb=Y,2023-08-22,기관,2023-08-22,2023-09-22,어린이/청소년 문화행사,37.55055,127.077569,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142858&menuNo=200011
교육/체험,은평구,어린이 북큐레이션 동아리 [책친구 2기],2023-08-28~2023-11-15,3층 어린이열람실,은평구청,초등 3~4학년 10명,,,,,https://www.jsplib.or.kr/culture/event.asp?mode=view&lecture_seq=1769&listname=normal,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=00c088cc26b54c9a856954223db56ee8&thumb=Y,2023-08-21,기관,2023-08-28,2023-11-15,어린이/청소년 문화행사,37.582727,126.9075589,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142856&menuNo=200011
교육/체험,은평구,그림책 속 마음 이끄미 샘들과 함께 하는 감정 북 큐레이션 [내 마음을 읽어요!],2023-08-21~2023-09-14,3층 어린이열람실,은평구청,어린이,,,,,https://www.jsplib.or.kr/culture/event.asp?mode=view&lecture_seq=1768&listname=normal,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=bbf16a02f6e64cee8cf63e8fbeecc992&thumb=Y,2023-08-21,기관,2023-08-21,2023-09-14,어린이/청소년 문화행사,37.582727,126.9075589,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142855&menuNo=200011
전시/미술,종로구,[황학정국궁전시관] 활의 나라 : 다시 태어난 근대 활쏘기의 시작,2023-08-18~2024-12-31,황학정국궁전시관 (서울 종로구 사직로9길 15-32),종로문화재단,전체관람,,,,,https://www.jfac.or.kr/site/main/program/perf_all_list_view?pgIdx=2093,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=0c7671028a0c4b3e998b448b0d4a09ac&thumb=Y,2023-08-21,기관,2023-08-18,2024-12-31,,37.57791836,126.9639458,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142854&menuNo=200009
교육/체험,은평구,AI를 활용한 ! 전자책 만들기,2023-08-22~2023-09-06,4층 문화강좌실,은평구청,한글 프로그램 사용에 어려움이 없는 성인 11명,,,,,https://www.jsplib.or.kr/culture/event.asp?mode=view&lecture_seq=1767&listname=normal,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=5a3f94e3b4a54394b14a3ade440c1f1e&thumb=Y,2023-08-21,기관,2023-08-22,2023-09-06,기타,37.582727,126.9075589,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142853&menuNo=200011
축제-문화/예술,중구,"[20223 한국 양금 축제] 아시아, 양금으로 하나되다",2023-08-29~2023-08-30,눈스퀘어,서울시청,누구나,,,,,https://www.facebook.com/koreayanggeumassociation,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=76345fb8db194a60aba2ac9be8b78fac&thumb=Y,2023-08-21,시민,2023-08-29,2023-08-30,기타,37.56341165,126.9828877,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142850&menuNo=200010
교육/체험,종로구,"2023 서울예술인지원센터 Artists, Life, Insight! [예술가의 인생수업]",2023-08-18~2023-09-04,서울문화재단 대학로 2층(서울시 종로구 동숭길122),서울문화재단,"장르별, 분야별 예술가 및 일반 시민",,,,,https://www.sfac.or.kr/participation/sfac_program.do?eduGubunSel=&pageIndex=&eduMstSeq=32980&eduScheSeq=&mode=VIEW&mstStatus=,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=83572603708747d8963a4ad5ac0c562e&thumb=Y,2023-08-21,기관,2023-08-18,2023-09-04,,37.571509,127.0337136,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142849&menuNo=200011
콘서트,중구,2023 바스락콘서트 9월 공연,2023-08-24~2023-09-02, 서울시청 시민청 지하 2층 바스락홀,시민청, 시민 누구나,,,,,https://www.seoulcitizenshall.kr/?r=sch&m=program2&cate=&ing=active&sort=uid&mod=view&p=1&uid=2692,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=07f0d01fc1a7499da772c82701f9f3c2&thumb=Y,2023-08-21,기관,2023-08-24,2023-09-02,,37.566635,126.978675,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142848&menuNo=200008
교육/체험,노원구,[서울시립과학관] 8월 월간야수: 과학관에 놀러 온 어린왕자(야간개장),2023-08-30~2023-08-30,서울시립과학관,서울시립과학관,누구나,프로그램별 상이,,,,https://science.seoul.go.kr/culture/science/read?menuId=15&progMstId=659,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=a689e46c362e43de95c5c16242f753fd&thumb=Y,2023-08-21,기관,2023-08-30,2023-08-30,어린이/청소년 문화행사,37.64199411,127.0774371,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142846&menuNo=200011
클래식,강북구,소프라노 김은정 독창회,2023-08-25~2023-08-25,꿈의숲 콘서트홀,세종문화회관,만5세이상 관람,전석 초대,,,,https://www.sejongpac.or.kr/portal/performance/performance/view.do?performIdx=34179&menuNo=200004,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=4359ae349e9b406cb3198762bff8fd4e&thumb=Y,2023-08-21,기관,2023-08-25,2023-08-25,,37.62025446,127.0443247,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142844&menuNo=200008
교육/체험,송파구,2023 서울책보고 금요북클럽(9월),2023-08-21~2023-09-08, 서울책보고,서울책보고,누구나 10명(선착순 모집),,,,,https://seoulbookbogo.kr/front/index.php?g_page=event&m_page=event01&act=View&D_IDX=3883&ViewType=List,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=d413151f38bd4af39e94ff20396be2c2&thumb=Y,2023-08-21,기관,2023-08-21,2023-09-08,,37.5223926,127.102983,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142843&menuNo=200011
교육/체험,은평구,2023 특화도서관 육성 지원 사업 [엄마의 마음 치유 수업],2023-08-31~2023-09-06,2층 소강당,은평구청,여성 학부모 20명,,,,,https://www.jsplib.or.kr/culture/event.asp?mode=view&lecture_seq=1766&listname=normal,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=43dfcaa8667f4cfcbd36ac5dce105a9e&thumb=Y,2023-08-19,기관,2023-08-31,2023-09-06,여성 문화행사,37.582727,126.9075589,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142840&menuNo=200011
교육/체험,강서구,[강서문화원] Summer Salon 展 체험활동,2023-08-21~2023-09-02,강서아트리움 1층 갤러리 서,강서문화원,관내 거주하는 어린이 및 가족 관객,"1인 10,000원(재료비, 교육비 포함)",,,,https://kcc2000.modoo.at/?link=2glkcxv4&messageNo=176&mode=view&query=&queryType=0&myList=0&page=1,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=98c2ffdeae29434d93186e4dcfc037f4&thumb=Y,2023-08-18,기관,2023-08-21,2023-09-02,,37.53754309,126.8376421,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142838&menuNo=200011
축제-문화/예술,관악구,관악어린이여름동화페스티벌 [FANTA-G SUMMER],2023-08-26~2023-08-26,관악중앙도서관 아트홀 1층,관악문화재단,누구나,,,,,https://lib.gwanak.go.kr/galib/menu/10048/bbs/20001/bbsPostDetail.do?currentPageNo=1&postIdx=23618&manageCd=,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=41ea7a78261f4f5093777bcf57129811&thumb=Y,2023-08-18,기관,2023-08-26,2023-08-26,어린이/청소년 문화행사,37.46759765,126.9448709,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142836&menuNo=200010
교육/체험,노원구,[과학북토크] 종의 기원담 로봇에 깃든 생명 이야기,2023-08-30~2023-08-30,서울시립과학관 1층 사이언스홀,서울시립과학관,과학에 관심 있는 중학생 이상 누구나 (선착순 70명),,,,,https://science.seoul.go.kr/culture/science/read?menuId=15&progMstId=656,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=c70a74b73d6541bf8556ed123391423a&thumb=Y,2023-08-18,기관,2023-08-30,2023-08-30,,37.64199411,127.0774371,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142835&menuNo=200011
전시/미술,종로구,2023년 8월 시민공유갤러리 전시 [정현순 시민 개인전],2023-08-22~2023-09-01,서울생활문화센터 낙원 낙원역사갤러리,서울생활문화센터-낙원,시민 누구나,,,,,http://www.nakwon-communityart.or.kr/bbs/notice&mode=view&no=150,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=5c047bc0573e4eaaa5a22262f3de4351&thumb=Y,2023-08-18,기관,2023-08-22,2023-09-01,기타,37.57276352,126.9879025,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142834&menuNo=200009
클래식,종로구,김봄날 피아노 독주회,2023-08-31~2023-08-31,세종체임버홀,세종문화회관,만 7세 이상 입장가능,"전석 20,000원",,,,https://www.sejongpac.or.kr/portal/performance/performance/view.do?performIdx=34287&menuNo=200004,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=3818cebfe43a4fd99ce795ac952cdf41&thumb=Y,2023-08-18,기관,2023-08-31,2023-08-31,,37.5726241,126.9760053,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142831&menuNo=200008
전시/미술,용산구,2023 BREEZE ART FAIR(브리즈 아트페어),2023-08-17~2023-08-20,"노들섬 노들 갤러리 1, 2관",노들섬,누구나,"VIP 100,000원, 일반 20,000원",,,,https://www.breezeartfair.com/,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=099be071069040659c05d3668b196709&thumb=Y,2023-08-17,기관,2023-08-17,2023-08-20,기타,37.51766383,126.9580365,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142828&menuNo=200009
전시/미술,은평구,2023 신진 청년작가 공모 지원사업 [사이] 선정 작가 전시,2023-08-21~2023-09-13,아트숨비센터(서울시 은평구 은평로8길 9),은평문화재단,누구나,,,,,https://www.efac.or.kr//sub01/sub01.php?type=view&uid=3609,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=969573037f97486b8909d42597ac835b&thumb=Y,2023-08-17,기관,2023-08-21,2023-09-13,,37.59939709,126.9207203,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142824&menuNo=200009
전시/미술,노원구,"이우영 1972 - 2023 : 매일, 내 일 검정고무신",2023-08-18~2023-09-03,경춘선숲길 갤러리,노원문화재단,시민 누구나,,,,,https://www.nowonarts.kr/html/pe/exhibitiondetail.php?param_url=https%3A%2F%2Fwww.nowonarts.kr%2Fhtml%2Fpe%2Fexhibitioninfo.php%3F%26search_state%3D1%26skin%3D%26search_syear%3D2023%26search_smonth%3D%26search_eyear%3D2023%26search_emonth%3D%26search_order%3D%26startPage%3D0&idx=214,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ebe0f2b992ac4b60a9b6d025c36671e7&thumb=Y,2023-08-17,기관,2023-08-18,2023-09-03,기타,37.62449232,127.0931031,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142822&menuNo=200009
클래식,광진구,스페인밀레니엄합창단 내한공연 [Hola! 아리랑],2023-08-29~2023-08-29,나루아트센터 대공연장,광진문화재단,미취학 아동 입장 불가,"R석 30,000원/ S석 20,000원",,,,https://www.naruart.or.kr/exhibition/program_view.php?page=1&sch_tab=date&sch_year=2023&sch_month=08&idx=10013,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=3d84e5d8ff204129ab524efa1dc9d67b&thumb=Y,2023-08-17,기관,2023-08-29,2023-08-29,,37.53782227,127.0704338,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142821&menuNo=200008
클래식,중구,예그린 살롱 음악회 8월 공연 [여름날의 추억],2023-08-30~2023-08-30,충무아트센터 예그린스페이스,중구문화재단,만7세이상,,,,,https://www.caci.or.kr/caci/performance/view.do?menuNo=200006&pblprfrId=1495,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=13f039f32b23489699772fc298c183b5&thumb=Y,2023-08-17,기관,2023-08-30,2023-08-30,문화가 있는 날,37.56594097,127.0147909,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142820&menuNo=200008
영화,종로구,[서울역사박물관] 2023년 하반기 배리어프리영화관,2023-08-24~2023-11-23,서울역사박물관 1층 강당(야주개홀),서울역사박물관,일반 시민(제한없음),,,,,https://museum.seoul.go.kr/www/board/NR_boardList.do?bbsCd=1018&sso=ok,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=fca07e2bb7d2458e9a3a4cfde71ab198&thumb=Y,2023-08-17,기관,2023-08-24,2023-11-23,,37.57050753,126.9705237,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142819&menuNo=200013
축제-문화/예술,양천구,2023 서서울호수공원 여름밤의 뮤지컬 갈라쇼,2023-08-19~2023-08-20,서서울호수공원,서울의공원,누구나,,,,,https://parks.seoul.go.kr/story/news/detailView.do?searchTp=all&searchWd=&currentPage=1&bIdx=3162,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=2271ee2b9a0949fc9549a4082e3bef1f&thumb=Y,2023-08-16,기관,2023-08-19,2023-08-20,기타,37.52732119,126.8304914,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142815&menuNo=200010
교육/체험,강북구,"[2023삼각산아트랩 이름을 불러주었을 때] 전시연계프로그램 [우리 집, 청사진 그리기]",2023-08-26~2023-08-26,삼각산시민청 2동 워크숍룸1,삼각산시민청,2인 이상 가족 참여자,,,,,https://sg.seoulcitizenshall.kr/?r=sg&m=bbs&bid=board2&cat=&sort=gid&orderby=asc&recnum=20&where=&keyword=&p=1&uid=3104,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ae27bfe8e25248deb1dcc104961f2861&thumb=Y,2023-08-16,기관,2023-08-26,2023-08-26,기타,37.65615469,127.0130917,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142814&menuNo=200011
교육/체험,마포구,[2023 디자인스타트업패키지] 4회차 세미나 & 워크샵,2023-08-25~2023-08-25,서울디자인창업센터(현장 워크숍),동대문디자인플라자,디자인창업 예비 및 초기창업자,,,,,https://ddp.or.kr/?menuno=245&bbsno=1669&boardno=22&siteno=2&act=view&cates=11,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=54086285f8354a129cb091e0b1300b63&thumb=Y,2023-08-16,기관,2023-08-25,2023-08-25,기타,37.55708693,126.9274128,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142812&menuNo=200011
축제-문화/예술,중구,[2023년 삼일로창고극장 창고포럼 8월] 한 여름밤의 네트-워킹-홀리데이,2023-08-28~2023-08-28,삼일로창고극장,서울문화재단," 아직 휴가를 가지 못한 예술가, 종사자, 삼일로창고극장에 관심있는 누구나",,,,,https://www.sfac.or.kr/artspace/artspace/samillo_notice.do?cbIdx=981&bcIdx=134588&type=,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=1c273ac9d5934c9f9eb31606cadbe678&thumb=Y,2023-08-16,기관,2023-08-28,2023-08-28,기타,37.563469,126.9879706,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142811&menuNo=200010
축제-문화/예술,양천구,2023 엄마아빠 행복 프로젝트 [8월 가족 힐링 예술놀이],2023-08-26~2023-08-26,서서울예술교육센터 지하 1층 미디어랩 등(양천구 남부순환로 64길 2),서울문화재단,초등생 자녀 포함 가족 (프로그램별 상이),,,,,https://www.sfac.or.kr/artspace/artspace/arteducation_notice.do?cbIdx=983&bcIdx=134584&type=,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=c495169b367b4f2baa9fee6f10196960&thumb=Y,2023-08-16,기관,2023-08-26,2023-08-26,,37.52821978,126.8321453,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142810&menuNo=200010
클래식,강북구,문소정 플루트 독주회,2023-08-23~2023-08-23,꿈의숲 콘서트홀,세종문화회관,5세 이상,"전석 20,000원 / 학생 10,000원",,,,https://www.sejongpac.or.kr/portal/performance/performance/view.do?performIdx=34389&menuNo=200004,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=25220ea151e24821b3dc3b53d298d0c8&thumb=Y,2023-08-16,기관,2023-08-23,2023-08-23,,37.62025446,127.0443247,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142809&menuNo=200008
